date,equity,cash,invested,open_positions,drawdown,strategy_id
2021-01-22,203290.5756774813,136385.15633969416,66905.41933778714,3,0.0,10
2021-01-25,203518.5889211243,136385.15633969416,67133.43258143011,3,0.0,10
2021-01-26,203684.4269287187,136385.15633969416,67299.27058902451,3,0.0,10
2021-01-27,200727.27975262835,159814.31378062855,40912.965971999816,2,0.014518278204573876,10
2021-01-28,201908.60211752102,159814.31378062855,42094.28833689246,2,0.008718510481997422,10
2021-01-29,201368.41893185675,151081.6240740277,50286.79485782907,3,0.01137056981618162,10
2021-02-01,203505.9007162546,151081.6240740277,52424.276642226905,3,0.0008764843496187544,10
2021-02-02,206881.7237152505,170995.49498804408,35886.22872720641,2,0.0,10
2021-02-03,206149.60618656946,153361.4553037792,52788.15088279027,3,0.0035388216780749076,10
2021-02-04,207251.43121600794,153361.4553037792,53889.97591222876,3,0.0,10
2021-02-05,206771.97891971256,180719.90342839155,26052.075491321008,2,0.0023133847302394183,10
2021-02-08,207736.96505816485,154338.88607973795,53398.0789784269,3,0.0,10
2021-02-09,207815.16576406563,163200.76287976044,44614.40288430518,2,0.0,10
2021-02-10,207875.99855273287,139642.83045224193,68233.16810049092,3,0.0,10
2021-02-11,208877.8406842025,139642.83045224193,69235.01023196058,3,0.0,10
2021-02-12,209195.05778705853,139642.83045224193,69552.22733481658,3,0.0,10
2021-02-16,211191.03979559967,166400.5571032895,44790.48269231019,2,0.0,10
2021-02-17,210980.30224762496,186062.5057804781,24917.79646714687,1,0.00099785269383907,10
2021-02-18,210716.15599532306,186062.5057804781,24653.65021484496,1,0.002248598239471843,10
2021-02-19,212283.26722786858,212283.26722786858,0.0,0,0.0,10
2021-02-22,212303.58713333812,188974.7815913358,23328.805542002323,1,0.0,10
2021-02-23,212749.63513684852,188974.7815913358,23774.853545512702,1,0.0,10
2021-02-24,212889.50470039743,144686.51128723833,68202.9934131591,3,0.0,10
2021-02-25,211887.618283102,144686.51128723833,67201.10699586365,3,0.004706133440938782,10
2021-02-26,211172.41147132724,144686.51128723833,66485.90018408893,3,0.00806565467605686,10
2021-03-01,212397.9411057132,144686.51128723833,67711.42981847486,3,0.0023090081184416415,10
2021-03-02,212714.21294420245,144686.51128723833,68027.70165696411,3,0.0008233931327036426,10
2021-03-03,213151.05241979624,144686.51128723833,68464.5411325579,3,0.0,10
2021-03-04,212440.74254426017,144686.51128723833,67754.23125702182,3,0.0033324249046499206,10
2021-03-05,213619.8220765547,144686.51128723833,68933.31078931638,3,0.0,10
2021-03-08,214670.0956460977,144686.51128723833,69983.58435885937,3,0.0,10
2021-03-09,214022.04264882416,168871.21258150187,45150.83006732231,2,0.003018832200745418,10
2021-03-10,214539.68236684607,148964.76985159182,65574.91251525425,3,0.000607505572022615,10
2021-03-11,216261.62422553272,148964.76985159182,67296.8543739409,3,0.0,10
2021-03-12,217280.7497511512,148964.76985159182,68315.97989955939,3,0.0,10
2021-03-15,219261.91677916882,148964.76985159182,70297.14692757699,3,0.0,10
2021-03-16,218044.06015121998,174223.7052241803,43820.35492703968,2,0.005554346353614234,10
2021-03-17,218267.16525813437,144278.23287679575,73988.9323813386,3,0.00453681850294289,10
2021-03-18,217679.9287865331,188001.6531625199,29678.275624013197,1,0.007215060489638219,10
2021-03-19,219402.814238343,136855.97481701648,82546.83942132653,3,0.0,10
2021-03-22,220448.54299650897,136855.97481701648,83592.56817949249,3,0.0,10
2021-03-23,219604.3451175576,164458.98882245293,55145.35629510466,2,0.003829455470543755,10
2021-03-24,218652.32614843568,135310.50583826107,83341.8203101746,3,0.008148009615567019,10
2021-03-25,218818.54790343827,135310.50583826107,83508.04206517719,3,0.007393993495781511,10
2021-03-26,218826.25506543514,135310.50583826107,83515.74922717405,3,0.007359032221408358,10
