strategy_id,symbol,sector,direction,entry_date,exit_date,holding_days_cal,days_held,ml_score,predicted_return,predicted_mfe,win_probability,allocation,exit_return,pnl_dollars,pnl_pct,exit_reason,hwm
L1P5_base_L,BA,Industrials,l,2018-02-08,2018-03-01,30,14,95.0,0.04033320726236015,0.09363060931157222,0.8374,18894.79542569491,0.0741095091006301,1400.284013555081,0.0741095091006301,pct_trail,0.1061095091006301
L1P5_base_L,BA,Industrials,l,2018-02-08,2018-03-01,25,14,95.0,0.03856171737606433,0.0918347367372956,0.8374,18894.79542569491,0.0741095091006301,1400.284013555081,0.0741095091006301,pct_trail,0.1061095091006301
L1P5_base_L,AKAM,Information Technology,l,2018-02-08,2018-03-07,27,18,95.1,0.0406270567590455,0.08550034874319698,0.8374,18894.79542569491,0.11801920307249159,2229.9486983582724,0.11801920307249159,hold_expiry,0.12001920307249159
L1P5_base_L,AKAM,Information Technology,l,2018-02-08,2018-03-09,29,20,95.1,0.04198472024417541,0.08463340303398896,0.8374,18894.79542569491,0.21531477036325808,4068.3285381442383,0.21531477036325808,hold_expiry,0.21731477036325808
L1P5_base_L,BKR,Energy,l,2018-02-27,2018-03-15,17,12,95.1,0.04543529165795647,0.07677443613834066,0.8374,18869.52537664598,0.10837037037037026,2044.897453780225,0.10837037037037026,pct_trail,0.14037037037037026
L1P5_base_L,AOS,Industrials,l,2018-03-01,2018-03-16,16,11,95.0,0.03824209390964883,0.05879029707048763,0.8374,20072.24435492991,0.055685974537262206,1117.742488054332,0.055685974537262206,hold_expiry,0.07138286167640917
L1P5_base_L,AOS,Industrials,l,2018-03-01,2018-03-22,27,15,95.0,0.039735531477891446,0.06773941720564673,0.8374,20072.24435492991,0.03938286167640917,790.5024229652894,0.03938286167640917,pct_trail,0.07138286167640917
L1P5_base_L,TPL,Energy,l,2018-03-15,2018-03-23,29,6,95.2,0.0481610847415781,0.09069129908611515,0.8374,21253.103711926127,-0.026202757058616716,-556.8899133051855,-0.026202757058616716,pct_trail,0.005797242941383285
L1P5_base_L,DLTR,Consumer Discretionary,l,2018-03-16,2018-03-23,22,5,95.1,0.04216077770628593,0.0786485049629038,0.8374,21374.23264611463,-0.032,-683.9754446756682,-0.032,pct_trail,0.0
L1P5_base_L,NEM,Materials,l,2018-03-09,2018-03-28,29,13,95.0,0.03789740287590246,0.059827684790771524,0.8374,21533.479720055926,0.025811592364342967,555.8134007199296,0.025811592364342967,pct_trail,0.05781159236434297
L1P5_base_L,EQT,Energy,l,2018-03-23,2018-03-28,10,3,95.0,0.03779365541193245,0.0800441667633951,0.8374,21119.242970914023,-0.018311358589374133,-386.7220311765258,-0.018311358589374133,pct_trail,0.013688641410625868
L1P5_base_L,EQT,Energy,l,2018-03-23,2018-03-28,11,3,95.2,0.050358710732163386,0.07976886793411292,0.8374,21119.242970914023,-0.018311358589374133,-386.7220311765258,-0.018311358589374133,pct_trail,0.013688641410625868
L1P5_base_L,ALB,Materials,l,2018-03-28,2018-04-02,19,2,95.0,0.03818685038634332,0.0839557530431032,0.8374,21218.903889376754,0.003507175060513597,74.41841053225711,0.003507175060513597,pct_trail,0.035507175060513596
L1P5_base_L,ALB,Materials,l,2018-03-28,2018-04-02,27,2,95.0,0.03791807419429338,0.09623539812872439,0.8374,21218.903889376754,0.003507175060513597,74.41841053225711,0.003507175060513597,pct_trail,0.035507175060513596
L1P5_base_L,AES,Utilities,l,2018-03-07,2018-04-03,27,18,95.0,0.03777412541723128,0.06290549512056967,0.8374,20741.536140096796,0.06281389701144868,1302.8567149632809,0.06281389701144868,hold_expiry,0.06481389701144868
L1P5_base_L,APA,Energy,l,2018-03-28,2018-04-18,21,14,95.1,0.04230636524228979,0.08090759297982605,0.8374,21218.903889376754,0.14498956948495612,3076.5197398633964,0.14498956948495612,hold_expiry,0.14698956948495612
L1P5_base_L,AWK,Utilities,l,2018-03-22,2018-04-19,28,19,95.0,0.03782813069884094,0.06964433793390655,0.8374,21123.296976954836,0.04179334732283446,882.8132871612527,0.04179334732283446,hold_expiry,0.04890844055868748
L1P5_base_L,DECK,Consumer Discretionary,l,2018-04-02,2018-04-19,24,13,95.1,0.04143793802240744,0.08012458917012878,0.8374,21256.683543842195,0.07702979902979903,1637.3980614222005,0.07702979902979903,pct_trail,0.10902979902979903
L1P5_base_L,DECK,Consumer Discretionary,l,2018-04-02,2018-04-19,27,13,95.1,0.04374845029043429,0.08151934812716492,0.8374,21256.683543842195,0.07702979902979903,1637.3980614222005,0.07702979902979903,pct_trail,0.10902979902979903
L1P5_base_L,TPL,Energy,l,2018-04-03,2018-04-27,24,18,95.0,0.039756625570463965,0.0788626542657583,0.8374,21635.435224999805,0.05759555162775065,1246.1048264903313,0.05759555162775065,hold_expiry,0.07201412410174779
L1P5_base_L,TFC,Financials,l,2018-04-18,2018-05-03,22,11,86.0,0.027379875565621267,0.04881346507013531,0.7975,20703.644422464735,0.03495862336192504,723.7709075841648,0.03495862336192504,pct_trail,0.06695862336192504
L1P5_base_L,VMC,Materials,l,2018-04-23,2018-05-03,10,8,85.7,0.02709022929056291,0.046375975432513664,0.7975,20909.63370453769,0.0718138237055328,1501.6007486049364,0.0718138237055328,hold_expiry,0.0738138237055328
L1P5_base_L,MCK,Health Care,l,2018-04-24,2018-05-03,22,7,88.5,0.02949091006183945,0.05262905770580018,0.7975,20832.116860197577,0.030059305860303392,626.1989724182621,0.030059305860303392,pct_trail,0.06205930586030339
L1P5_base_L,MCK,Health Care,l,2018-04-30,2018-05-03,21,3,85.1,0.02666595753946217,0.05110374109146246,0.7975,20890.905588030317,-0.032,-668.5089788169702,-0.032,pct_trail,0.0
L1P5_base_L,TFC,Financials,l,2018-04-19,2018-05-11,22,16,87.2,0.028352026386859533,0.04781332351660979,0.7975,20761.739207345447,0.05679451301528071,1179.152867631445,0.05679451301528071,hold_expiry,0.058794513015280714
L1P5_base_L,NVDA,Information Technology,l,2018-05-07,2018-05-15,23,6,91.8,0.033149698666377445,0.08887531857786461,0.8116,21790.800175829245,0.014036803433253227,305.87317872141494,0.014036803433253227,pct_trail,0.046036803433253226
L1P5_base_L,CI,Health Care,l,2018-05-03,2018-05-17,14,10,90.0,0.030762062994447777,0.05137083691689515,0.8116,21769.291191138826,0.03287987502830414,715.7715738194067,0.03287987502830414,hold_expiry,0.03487987502830414
L1P5_base_L,NFLX,Communication Services,l,2018-05-07,2018-05-18,13,9,91.4,0.03260313090083889,0.07044763821368424,0.8116,21790.800175829245,-0.00837528351621397,-182.50412951773515,-0.00837528351621397,hold_expiry,0.012382762214185217
L1P5_base_L,MCK,Health Care,l,2018-05-03,2018-05-21,19,12,91.1,0.032112860156004286,0.05637874171379348,0.8116,21769.291191138826,-0.0017795401603410681,-38.73932793679059,-0.0017795401603410681,pct_trail,0.03022045983965893
L1P5_base_L,NFLX,Communication Services,l,2018-05-11,2018-05-25,14,10,85.8,0.02721436906724937,0.06283522648308655,0.7975,21325.889619063837,0.07405832261226486,1579.3596134021798,0.07405832261226486,hold_expiry,0.07605832261226486
L1P5_base_L,DLR,Real Estate,l,2018-05-17,2018-06-05,19,12,86.3,0.027634881865073103,0.05059303248384582,0.7975,21407.27731944115,0.023687720695340753,507.0896059906248,0.023687720695340753,hold_expiry,0.03184877945881026
L1P5_base_L,DXCM,Health Care,l,2018-05-25,2018-06-07,24,8,95.0,0.03935673243963391,0.07459786991469104,0.8374,24582.30305658373,0.041068181818181976,1009.5504914374311,0.041068181818181976,pct_trail,0.07306818181818198
L1P5_base_L,INTU,Information Technology,l,2018-05-17,2018-06-08,24,15,88.3,0.029296932493076095,0.05257783634847413,0.7975,21407.27731944115,0.08483763034210678,1816.142679857715,0.08483763034210678,hold_expiry,0.10390997211717101
L1P5_base_L,NFLX,Communication Services,l,2018-05-18,2018-06-08,21,14,95.0,0.038570005734187104,0.0779879759105939,0.8374,23619.039461148295,0.110252452341292,2604.0570225373476,0.110252452341292,hold_expiry,0.133475229810599
L1P5_base_L,PODD,Health Care,l,2018-05-21,2018-06-14,29,17,95.1,0.04060122439477554,0.08492604708879604,0.8374,23811.715321830292,0.11431129104813323,2721.947920509036,0.11431129104813323,pct_trail,0.14631129104813323
L1P5_base_L,TSLA,Consumer Discretionary,l,2018-06-05,2018-06-19,26,10,95.1,0.04424744305313591,0.08510473807575648,0.8374,25500.710265194182,0.2417586752332719,6165.017931220844,0.2417586752332719,pct_trail,0.2737586752332719
L1P5_base_L,DXCM,Health Care,l,2018-06-07,2018-06-25,30,12,86.8,0.028053779744716754,0.07882065224537298,0.7975,23106.833308140216,0.0953885350318471,2204.1269784885844,0.0953885350318471,pct_trail,0.1273885350318471
L1P5_base_L,SBAC,Real Estate,l,2018-06-08,2018-06-29,22,15,94.5,0.03671523244786852,0.06770279671643398,0.8116,24243.832887377914,0.047580953331171516,1153.5446811830498,0.047580953331171516,hold_expiry,0.04958095333117152
L1P5_base_L,SBAC,Real Estate,l,2018-06-14,2018-07-03,20,13,85.9,0.02729206481963247,0.05697169207148342,0.7975,24267.18655199668,0.03443303912059714,835.5929838917306,0.03443303912059714,hold_expiry,0.05171969693287903
L1P5_base_L,ALB,Materials,l,2018-06-25,2018-07-09,14,9,95.1,0.04256346173272643,0.0687591876617622,0.8374,27439.679244720715,0.04171563559342539,1144.6636601732475,0.04171563559342539,hold_expiry,0.05067435236543183
L1P5_base_L,KDP,Consumer Staples,l,2018-06-13,2018-07-13,30,21,85.9,0.02726243992143177,0.06179171389541271,0.7975,24198.884559322505,0.25668708385497463,6211.541110075666,0.25668708385497463,pct_trail,0.28868708385497466
L1P5_base_L,DOC,Unknown,l,2018-06-19,2018-07-17,28,19,90.4,0.03118828358816932,0.06317911014500183,0.8116,25455.106862184544,0.07299353110397444,1858.0581344998607,0.07299353110397444,hold_expiry,0.10315986544696298
L1P5_base_L,AMP,Financials,l,2018-07-17,2018-07-20,12,3,88.2,0.029183922225181968,0.056865943137025594,0.7975,26877.31930338032,-0.016261464928686048,-437.0645852290156,-0.016261464928686048,pct_trail,0.015738535071313953
L1P5_base_L,EQIX,Real Estate,l,2018-07-13,2018-07-23,19,6,86.0,0.027405705479412245,0.05736106178509623,0.7975,26779.099424222157,-0.032,-856.931181575109,-0.032,pct_trail,0.0
L1P5_base_L,AMZN,Consumer Discretionary,l,2018-06-29,2018-07-24,25,16,95.0,0.0391769468663942,0.07082661741528785,0.8374,27866.187555857854,0.07415013531003667,2066.28157784172,0.07415013531003667,hold_expiry,0.08479232850923646
L1P5_base_L,GOOGL,Communication Services,l,2018-07-03,2018-07-30,27,18,90.6,0.03144037343918523,0.05795908940032324,0.8116,26238.821520350844,0.11959195397107839,3137.951935517139,0.11959195397107839,pct_trail,0.15159195397107839
L1P5_base_L,GS,Financials,l,2018-07-09,2018-07-30,21,15,90.2,0.031024541848015362,0.057548490126979886,0.8116,26552.390504639934,0.046072458979367514,1223.333922329171,0.046072458979367514,hold_expiry,0.048072458979367516
L1P5_base_L,AMD,Information Technology,l,2018-07-27,2018-07-31,18,2,88.0,0.02906842943269339,0.06677268590134586,0.7975,27106.61978837561,-0.006656810982048593,-180.44364429347445,-0.006656810982048593,pct_trail,0.025343189017951406
L1P5_base_L,BKNG,Consumer Discretionary,l,2018-07-20,2018-08-01,19,8,85.5,0.026926878947978305,0.057463911276600194,0.7975,26639.683615904923,0.005498689690004473,146.48335364375748,0.005498689690004473,pct_trail,0.03749868969000447
L1P5_base_L,AMD,Information Technology,l,2018-07-30,2018-08-01,20,2,85.1,0.02663534122334895,0.06432162909458455,0.7975,27103.785309604427,-0.032,-867.3211299073417,-0.032,pct_trail,0.0
L1P5_base_L,NFLX,Communication Services,l,2018-08-02,2018-08-13,27,7,90.1,0.030795610422455568,0.10246309700338765,0.8116,28509.473555404096,-0.010722786647314934,-305.7010023618653,-0.010722786647314934,pct_trail,0.021277213352685065
L1P5_base_L,TPL,Energy,l,2018-07-30,2018-08-14,29,11,86.4,0.02767720219131114,0.08137771147203417,0.7975,27103.785309604427,0.07381912372615942,2000.7776812169514,0.07381912372615942,pct_trail,0.10581912372615943
L1P5_base_L,NVDA,Information Technology,l,2018-07-31,2018-08-17,23,13,95.0,0.039297959997165156,0.07694516347249483,0.8374,29613.48890673354,0.03566321833391076,1056.1123205096824,0.03566321833391076,pct_trail,0.06766321833391076
L1P5_base_L,NVDA,Information Technology,l,2018-08-01,2018-08-17,22,12,95.1,0.0424188896830776,0.08109236450002118,0.8374,30065.817036180873,0.028697952693953283,862.8273950093734,0.028697952693953283,pct_trail,0.06069795269395328
L1P5_base_L,BR,Industrials,l,2018-07-30,2018-08-29,30,22,89.3,0.030112457469024377,0.06355395580713226,0.7975,27103.785309604427,0.19472913991261032,5277.896801715313,0.19472913991261032,hold_expiry,0.19672913991261032
L1P5_base_L,AMT,Real Estate,l,2018-08-14,2018-08-31,17,13,85.7,0.027162178383773737,0.04683735555700802,0.7975,28419.934791284544,-0.001933200549058876,-54.94143354272873,-0.001933200549058876,hold_expiry,0.013815266933050019
L1P5_base_L,AMZN,Consumer Discretionary,l,2018-08-13,2018-09-06,30,17,95.1,0.0405195774294456,0.07263631566176566,0.8374,31192.943717120314,0.04357747073093557,1359.309591844531,0.04357747073093557,pct_trail,0.07557747073093557
L1P5_base_L,LULU,Unknown,l,2018-08-31,2018-09-06,21,3,85.3,0.026757690823583716,0.08153773686555275,0.7975,29078.88089770545,-0.016767314270961203,-487.57473465967774,-0.016767314270961203,pct_trail,0.015232685729038797
L1P5_base_L,RCL,Consumer Discretionary,l,2018-08-17,2018-09-14,29,19,91.0,0.03198679209499345,0.0629131543915175,0.8116,29263.470871105303,0.11526601580625728,3373.0836959747735,0.11526601580625728,hold_expiry,0.11726601580625728
L1P5_base_L,AKAM,Information Technology,l,2018-08-17,2018-09-14,28,19,87.8,0.028917747105412714,0.07910248444670014,0.7975,28196.003018930453,0.059030235162373934,1664.41668884647,0.059030235162373934,hold_expiry,0.07642777155655112
L1P5_base_L,UAL,Industrials,l,2018-08-29,2018-09-17,19,12,85.4,0.026849205945159917,0.046905629971118856,0.7975,29135.28072231947,0.03301320169900124,961.848899042955,0.03301320169900124,hold_expiry,0.03696475720353565
L1P5_base_L,WYNN,Consumer Discretionary,l,2018-09-06,2018-09-18,12,8,91.9,0.033196077834515,0.06603804297938332,0.8116,29992.85390531742,0.038047202930303836,1141.144198994568,0.038047202930303836,hold_expiry,0.05811458976593098
L1P5_base_L,LULU,Unknown,l,2018-09-06,2018-09-18,12,8,88.1,0.029119462789224636,0.0738297049713674,0.7975,28898.7797443977,0.047271523178807895,1366.08933652656,0.047271523178807895,hold_expiry,0.0492715231788079
L1P5_base_L,STT,Financials,l,2018-09-24,2018-09-28,25,4,91.2,0.0322691968090951,0.06713612776649894,0.8116,30879.468016254003,-0.032,-988.1429765201281,-0.032,pct_trail,0.0
L1P5_base_L,FDX,Industrials,l,2018-09-24,2018-10-05,30,9,92.1,0.03353237187286184,0.050362587314045054,0.8116,30879.468016254003,-0.032,-988.1429765201281,-0.032,pct_trail,0.0
L1P5_base_L,FDX,Industrials,l,2018-09-24,2018-10-05,27,9,94.5,0.03669109379232866,0.054821998844345535,0.8116,30879.468016254003,-0.032,-988.1429765201281,-0.032,pct_trail,0.0
L1P5_base_L,CF,Materials,l,2018-09-24,2018-10-09,15,11,91.3,0.03240952121110689,0.0494472297321838,0.8116,30879.468016254003,0.0358724849501606,1107.7232516820372,0.0358724849501606,hold_expiry,0.06154193326327939
L1P5_base_L,IVZ,Financials,l,2018-10-05,2018-10-09,30,2,95.0,0.03990442547937169,0.09727764285718292,0.8374,32908.76799862431,-0.032,-1053.080575955978,-0.032,pct_trail,0.0
L1P5_base_L,CF,Materials,l,2018-09-24,2018-10-10,16,12,90.7,0.031585197899443695,0.04714336613266023,0.8116,30879.468016254003,0.02954193326327939,912.2391833417462,0.02954193326327939,pct_trail,0.06154193326327939
L1P5_base_L,GS,Financials,l,2018-09-28,2018-10-10,21,8,91.4,0.03251105099596126,0.05548711568189643,0.8116,30903.936046414445,-0.016213225562738492,-501.0524858969622,-0.016213225562738492,pct_trail,0.015786774437261508
L1P5_base_L,STLD,Unknown,l,2018-10-05,2018-10-10,30,3,95.2,0.0466592290361007,0.07484790193105954,0.8374,32908.76799862431,-0.032,-1053.080575955978,-0.032,pct_trail,0.0
L1P5_base_L,AXP,Financials,l,2018-10-09,2018-10-11,29,2,95.0,0.039425903351250555,0.056417335072476364,0.8374,32520.310887371877,-0.032,-1040.6499483959,-0.032,pct_trail,0.0
L1P5_base_L,CAT,Industrials,l,2018-10-09,2018-10-11,28,2,95.1,0.04231220324345376,0.06739632532629326,0.8374,32520.310887371877,-0.032,-1040.6499483959,-0.032,pct_trail,0.0
L1P5_base_L,ADBE,Information Technology,l,2018-10-10,2018-10-15,16,3,95.0,0.040326143124897414,0.0794794939217816,0.8374,31910.911947504144,0.014067840780126935,448.91762842613866,0.014067840780126935,pct_trail,0.046067840780126934
L1P5_base_L,ADBE,Information Technology,l,2018-10-10,2018-10-15,26,3,95.2,0.04970898121136241,0.09452459436078962,0.8374,31910.911947504144,0.014067840780126935,448.91762842613866,0.014067840780126935,pct_trail,0.046067840780126934
L1P5_base_L,AES,Utilities,l,2018-10-10,2018-10-18,26,6,95.1,0.042799026152473135,0.08257415856960675,0.8374,31910.911947504144,0.007248737989832972,231.31383972408818,0.007248737989832972,pct_trail,0.03924873798983297
L1P5_base_L,AES,Utilities,l,2018-10-11,2018-10-18,21,5,95.1,0.04117713446253776,0.07843845798307758,0.8374,31831.681942319796,0.03171908030946938,1009.6716759139277,0.03171908030946938,pct_trail,0.06371908030946938
L1P5_base_L,ADBE,Information Technology,l,2018-10-15,2018-10-18,26,3,95.0,0.03860390983257927,0.09516573489839134,0.8374,32338.02935910391,0.06320608377799267,2043.9601928867082,0.06320608377799267,pct_trail,0.09520608377799267
L1P5_base_L,A,Unknown,l,2018-10-11,2018-10-19,20,6,95.0,0.038355392847326225,0.07146242281992154,0.8374,31831.681942319796,0.007606202121126756,242.1182067087051,0.007606202121126756,pct_trail,0.039606202121126755
L1P5_base_L,A,Unknown,l,2018-10-18,2018-10-23,30,3,95.2,0.04684560557450762,0.08260852305801107,0.8374,32745.4650476368,-0.032,-1047.8548815243776,-0.032,pct_trail,0.0
L1P5_base_L,ACN,Information Technology,l,2018-10-15,2018-10-24,21,7,95.0,0.03961703134679788,0.05955287483209898,0.8374,32338.02935910391,-0.011229863801682309,-363.1516653175408,-0.011229863801682309,pct_trail,0.02077013619831769
L1P5_base_L,AKAM,Information Technology,l,2018-10-18,2018-10-24,18,4,95.0,0.04031688783892698,0.08190011811121835,0.8374,32745.4650476368,-0.02145736434108511,-702.6313740454108,-0.02145736434108511,pct_trail,0.01054263565891489
L1P5_base_L,ALB,Materials,l,2018-10-18,2018-10-24,19,4,95.0,0.03776561264945113,0.09215525055550022,0.8374,32745.4650476368,-0.015379331351345919,-503.60335722152263,-0.015379331351345919,pct_trail,0.01662066864865408
L1P5_base_L,A,Unknown,l,2018-10-19,2018-10-24,23,3,95.1,0.04185594305467392,0.07552012084002221,0.8374,32649.877125077644,-0.032,-1044.7960680024846,-0.032,pct_trail,0.0
L1P5_base_L,ADBE,Information Technology,l,2018-10-24,2018-10-29,29,3,95.1,0.04230941094595511,0.09545986673506816,0.8374,31919.00691912985,0.02872806576077827,916.971329791499,0.02872806576077827,pct_trail,0.06072806576077827
L1P5_base_L,ADBE,Information Technology,l,2018-10-24,2018-10-29,13,3,95.0,0.03938831587390746,0.05992038715169854,0.8374,31919.00691912985,0.02872806576077827,916.971329791499,0.02872806576077827,pct_trail,0.06072806576077827
L1P5_base_L,A,Unknown,l,2018-10-23,2018-11-12,26,14,95.0,0.04002904418098779,0.08612049594412532,0.8374,32441.971625831204,0.056155704281833946,1821.8017649398248,0.056155704281833946,pct_trail,0.08815570428183395
L1P5_base_L,MMM,Industrials,l,2018-10-24,2018-11-12,28,13,95.2,0.05257573541252644,0.08886765053808425,0.8374,31919.00691912985,0.07383047318729255,2356.5953845078216,0.07383047318729255,pct_trail,0.10583047318729255
L1P5_base_L,MMM,Industrials,l,2018-10-24,2018-11-12,26,13,95.1,0.040706478977460755,0.08440564465435071,0.8374,31919.00691912985,0.07383047318729255,2356.5953845078216,0.07383047318729255,pct_trail,0.10583047318729255
L1P5_base_L,ABT,Health Care,l,2018-10-29,2018-11-12,26,10,95.0,0.037584362149758334,0.06680358462254449,0.8374,32413.442136275375,0.05193978262337143,1683.5471386333709,0.05193978262337143,pct_trail,0.08393978262337143
L1P5_base_L,ABT,Health Care,l,2018-10-29,2018-11-12,29,10,95.0,0.03761535347092524,0.06909453260216822,0.8374,32413.442136275375,0.05193978262337143,1683.5471386333709,0.05193978262337143,pct_trail,0.08393978262337143
L1P5_base_L,AMD,Information Technology,l,2018-11-12,2018-11-16,14,4,95.0,0.04000400315160376,0.11046116773029915,0.8374,34171.60333970894,0.0972695743562795,3323.8573119251078,0.0972695743562795,pct_trail,0.1292695743562795
L1P5_base_L,AMD,Information Technology,l,2018-11-12,2018-11-16,25,4,95.2,0.047978399316891,0.14533057456500642,0.8374,34171.60333970894,0.0972695743562795,3323.8573119251078,0.0972695743562795,pct_trail,0.1292695743562795
L1P5_base_L,AES,Utilities,l,2018-11-12,2018-11-20,21,6,95.0,0.03814146250236069,0.0867592111386738,0.8374,34171.60333970894,-0.032,-1093.4913068706862,-0.032,pct_trail,0.0
L1P5_base_L,ALGN,Health Care,l,2018-11-16,2018-11-20,15,2,95.0,0.037702526563105965,0.07124465143359754,0.8374,35540.660883966324,-0.032,-1137.3011482869224,-0.032,pct_trail,0.0
L1P5_base_L,ALGN,Health Care,l,2018-11-16,2018-11-20,29,2,95.0,0.03815141007275262,0.10960340285072447,0.8374,35540.660883966324,-0.032,-1137.3011482869224,-0.032,pct_trail,0.0
L1P5_base_L,AOS,Industrials,l,2018-11-12,2018-11-30,20,13,95.1,0.042710421589632945,0.07935902585471305,0.8374,34171.60333970894,0.04299530164455101,1469.2183932687326,0.04299530164455101,hold_expiry,0.04499530164455101
L1P5_base_L,AMD,Information Technology,l,2018-11-20,2018-12-03,13,8,95.1,0.042552785149318054,0.10896267838876211,0.8374,34783.96032179714,0.23225299323269133,8078.6789012245545,0.23225299323269133,hold_expiry,0.23425299323269133
L1P5_base_L,AES,Utilities,l,2018-11-20,2018-12-03,13,8,95.0,0.03762244351373022,0.07812016488804716,0.8374,34783.96032179714,0.044982675901533486,1564.6756137272012,0.044982675901533486,hold_expiry,0.04698267590153349
L1P5_base_L,AOS,Industrials,l,2018-11-12,2018-12-04,26,15,95.2,0.04787019049439855,0.10120330496018283,0.8374,34171.60333970894,0.027551338714702195,941.4734180367698,0.027551338714702195,pct_trail,0.059551338714702196
L1P5_base_L,AES,Utilities,l,2018-11-20,2018-12-06,16,10,95.0,0.039866919105688875,0.08338851453979074,0.8374,34783.96032179714,0.034916205795634925,1214.5239169830686,0.034916205795634925,hold_expiry,0.04698267590153349
L1P5_base_L,ALGN,Health Care,l,2018-12-03,2018-12-06,24,2,91.1,0.0322169520092594,0.08606088872363195,0.8116,35163.521940689614,-0.032,-1125.2327021020676,-0.032,pct_trail,0.0
