date,equity,drawdown,strategy_id
2020-06-30,514520.59975202766,0.006770036854312064,L1P5_skip_L
2020-07-01,511742.0389136082,0.01213376744249743,L1P5_skip_L
2020-07-02,515370.8534461474,0.0051287081190154685,L1P5_skip_L
2020-07-06,519838.46993983735,0.0,L1P5_skip_L
2020-07-07,516816.33836165955,0.005813597401761276,L1P5_skip_L
2020-07-08,519187.5063558405,0.0012522420360159318,L1P5_skip_L
2020-07-09,520869.3781407925,0.0,L1P5_skip_L
2020-07-10,523031.1613385081,0.0,L1P5_skip_L
2020-07-13,525907.9583241134,0.0,L1P5_skip_L
2020-07-14,534023.6552855166,0.0,L1P5_skip_L
2020-07-15,542012.5510181758,0.0,L1P5_skip_L
2020-07-16,541343.5049909098,0.0012343736801097049,L1P5_skip_L
2020-07-17,542579.6388901123,0.0,L1P5_skip_L
2020-07-20,537264.6699102958,0.009795739830356896,L1P5_skip_L
2020-07-21,548843.450695053,0.0,L1P5_skip_L
2020-07-22,546212.3006916308,0.004793989980367063,L1P5_skip_L
2020-07-23,544145.6871716962,0.008559387048178362,L1P5_skip_L
2020-07-24,536050.5428578041,0.023308846668477122,L1P5_skip_L
2020-07-27,536993.2507522159,0.021591220461554345,L1P5_skip_L
2020-07-28,535094.9613507261,0.025049928767330407,L1P5_skip_L
2020-07-29,539933.3831305904,0.01623426052215595,L1P5_skip_L
2020-07-30,540186.7212709469,0.015772675091855846,L1P5_skip_L
2020-07-31,537218.8827561216,0.021180115976987792,L1P5_skip_L
2020-08-03,543416.1234641213,0.009888661737802612,L1P5_skip_L
2020-08-04,559171.0763689473,0.0,L1P5_skip_L
2020-08-05,569488.3436019467,0.0,L1P5_skip_L
2020-08-06,628741.7122288451,0.0,L1P5_skip_L
2020-08-07,632544.4803505449,0.0,L1P5_skip_L
2020-08-10,633789.5573579464,0.0,L1P5_skip_L
2020-08-11,633794.7920000422,0.0,L1P5_skip_L
2020-08-12,639283.580043749,0.0,L1P5_skip_L
2020-08-13,642200.9773773269,0.0,L1P5_skip_L
2020-08-14,642310.086779509,0.0,L1P5_skip_L
2020-08-17,642124.8033891942,0.00028846408320283416,L1P5_skip_L
2020-08-18,652140.3305250353,0.0,L1P5_skip_L
2020-08-19,649035.3219852056,0.004761258266805562,L1P5_skip_L
2020-08-20,656157.1502430355,0.0,L1P5_skip_L
2020-08-21,649177.7886754443,0.01063672256715651,L1P5_skip_L
2020-08-24,655187.87101413,0.001477205923225178,L1P5_skip_L
2020-08-25,661357.3358625922,0.0,L1P5_skip_L
2020-08-26,682263.4010675924,0.0,L1P5_skip_L
2020-08-27,678484.456081056,0.0055388358522869335,L1P5_skip_L
2020-08-28,685565.2877120124,0.0,L1P5_skip_L
2020-08-31,680316.4095315774,0.0076562776361570346,L1P5_skip_L
2020-09-01,684332.9010423557,0.001797621162777454,L1P5_skip_L
2020-09-02,683725.6096009411,0.0026834469948311453,L1P5_skip_L
2020-09-03,675959.371124051,0.014011672936387876,L1P5_skip_L
2020-09-04,681848.5112521078,0.00542147703001255,L1P5_skip_L
2020-09-08,668738.1019005441,0.02454497932301516,L1P5_skip_L
2020-09-09,675569.3688886461,0.01458054980689936,L1P5_skip_L
2020-09-10,663368.9950334842,0.032376628566778164,L1P5_skip_L
2020-09-11,666338.7956893384,0.028044728003718003,L1P5_skip_L
2020-09-14,676257.1834495412,0.013577268903937394,L1P5_skip_L
2020-09-15,675269.6118283138,0.015017790527375072,L1P5_skip_L
2020-09-16,674903.3115837207,0.015552094482313547,L1P5_skip_L
2020-09-17,680680.4133224596,0.007125323404070693,L1P5_skip_L
2020-09-18,679931.6597888184,0.008217492956791164,L1P5_skip_L
2020-09-21,669713.79248258,0.02312178798074045,L1P5_skip_L
2020-09-22,668858.0110043982,0.02437007387490784,L1P5_skip_L
