strategy_id,direction_filter,max_positions,skip_monday,sharpe_ratio,cagr,max_drawdown,win_rate,total_trades,long_trades,short_trades,long_wr,short_wr,years_profitable,final_equity,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024,year_2025
L1P5_base_LS,both,5,False,4.157458029678252,1.2803489567799886,0.11038863982823315,0.5793714746172441,1241,1064,177,0.5723684210526315,0.6214689265536724,8,73115674.32360643,1.3924899851033663,0.9359932382215868,1.2903068272050957,1.4047315999980867,1.8950787154706465,1.7758591566447461,0.5747569162841457,1.2807192329302732
L1P5_skip_LS,both,5,True,3.9197703997642925,1.3063238610296626,0.10275481366321179,0.5954583683767872,1189,1014,175,0.591715976331361,0.6171428571428571,8,80050184.5647699,1.1406270165999057,0.747510168528092,1.5435897732360253,1.3978362885203266,2.215997721378926,2.048250574122729,0.5615831050587228,1.3260645567926068
L1P5_base_L,l,5,False,3.917566733718379,1.3271769516232559,0.10194953222378897,0.57109375,1280,1280,0,0.57109375,0.0,8,86027094.66972105,0.9489821111617254,0.9407027913059021,1.1367585622719214,1.4241480577318755,2.5893363802009444,1.9686132295296859,0.6457268575866799,1.4195354538266232
L1P5_skip_L,l,5,True,3.7701681819172954,1.3196353506578924,0.10401102498094791,0.5895339329517579,1223,1223,0,0.5895339329517579,0.0,8,83821947.96441308,0.8735951082041411,0.7755674267451391,1.432674820091917,1.4510800596887927,2.3757132431294,1.8759705555265365,0.7979771450194018,1.3983061970366326
L1P5_base_S,s,5,False,2.418753432197088,0.6079073738296199,0.1044481486105033,0.5932432432432433,740,0,740,0.0,0.5932432432432433,7,4467743.329091225,0.6224782014748143,-0.008425769965981877,0.4048596069612105,0.0015173522173381748,1.8418123115204725,0.8782193083686698,0.8990967544731292,0.945635780730631
L1P5_skip_S,s,5,True,2.241266846729625,0.5391560216255589,0.09962133908242835,0.5931952662721893,676,0,676,0.0,0.5931952662721893,6,3149641.8039661543,0.5466597869004219,-0.0062862523978706175,0.291041044665052,-0.04493231583859125,1.8628910562280838,0.748865196049417,0.7636974044618738,0.8801725518476027
